RunId,priority_range_width,seed,J_delta,final_time_s,final_residual_deficit,final_normalized_deficit,time_to_90_percent_nominal_service_s,event_episodes,event_episodes_reaching_90_percent_nominal_service,mean_time_to_90_percent_nominal_service_after_event_s
320,6,20,0.1884313725490196,600.0,0.0,0.0,319.0,0,0,
321,6,21,0.47513888888888883,600.0,6.0,0.25,503.0,0,0,
322,6,22,0.17725000000000002,600.0,0.0,0.0,189.0,0,0,
323,6,23,0.35583333333333333,600.0,2.0,0.1,537.0,0,0,
324,6,24,0.25477777777777777,600.0,0.0,0.0,407.0,0,0,
325,6,25,0.12604166666666666,600.0,0.0,0.0,191.0,0,0,
326,6,26,0.37507246376811587,600.0,4.0,0.1739130434782608,233.0,0,0,
327,6,27,0.44406666666666667,600.0,6.0,0.24,354.0,0,0,
328,6,28,0.32075757575757574,600.0,0.0,0.0,270.0,0,0,
329,6,29,0.22482456140350873,600.0,3.0,0.1578947368421052,,0,0,
330,6,30,0.4386805555555555,600.0,3.0,0.125,438.0,0,0,
331,6,31,0.5389855072463767,600.0,5.0,0.217391304347826,540.0,0,0,
332,6,32,0.3281818181818182,600.0,2.0,0.0909090909090909,296.0,0,0,
333,6,33,0.19177083333333333,600.0,0.0,0.0,189.0,0,0,
334,6,34,0.3102631578947368,600.0,0.0,0.0,457.0,0,0,
335,6,35,0.18933333333333333,600.0,0.0,0.0,238.0,0,0,
336,6,36,0.2940833333333333,600.0,1.0,0.05,311.0,0,0,
337,6,37,0.10916666666666666,600.0,0.0,0.0,188.0,0,0,
338,6,38,0.37083333333333335,600.0,6.0,0.25,351.0,0,0,
339,6,39,0.40144444444444444,600.0,2.0,0.1333333333333333,,0,0,
340,6,40,0.23083333333333333,600.0,0.0,0.0,190.0,0,0,
341,6,41,0.2704166666666667,600.0,0.0,0.0,388.0,0,0,
342,6,42,0.3819696969696969,600.0,2.0,0.0909090909090909,382.0,0,0,
343,6,43,0.10907407407407407,600.0,0.0,0.0,84.0,0,0,
344,6,44,0.26159090909090904,600.0,0.0,0.0,326.0,0,0,
345,6,45,0.20136363636363636,600.0,0.0,0.0,169.0,0,0,
346,6,46,0.20777777777777773,600.0,0.0,0.0,179.0,0,0,
347,6,47,0.22588235294117648,600.0,0.0,0.0,250.0,0,0,
348,6,48,0.2759090909090909,600.0,0.0,0.0,240.0,0,0,
349,6,49,0.42083333333333334,600.0,3.0,0.1666666666666666,,0,0,
350,6,50,0.26740740740740737,600.0,0.0,0.0,278.0,0,0,
351,6,51,0.5138505747126437,600.0,9.0,0.3103448275862069,425.0,0,0,
352,6,52,0.21484848484848484,600.0,0.0,0.0,262.0,0,0,
353,6,53,0.10047619047619047,600.0,0.0,0.0,133.0,0,0,
354,6,54,0.18166666666666667,600.0,0.0,0.0,174.0,0,0,
355,6,55,0.28983333333333333,600.0,2.0,0.1,437.0,0,0,
356,6,56,0.26026315789473686,600.0,0.0,0.0,304.0,0,0,
357,6,57,0.3553030303030303,600.0,1.0,0.0454545454545454,348.0,0,0,
358,6,58,0.09013888888888888,600.0,0.0,0.0,66.0,0,0,
359,6,59,0.15238095238095237,600.0,0.0,0.0,213.0,0,0,
360,6,60,0.10392156862745097,600.0,0.0,0.0,125.0,0,0,
361,6,61,0.4284722222222222,600.0,3.0,0.125,559.0,0,0,
362,6,62,0.3026,600.0,4.0,0.16,117.0,0,0,
363,6,63,0.37473333333333336,600.0,5.0,0.2,301.0,0,0,
364,6,64,0.3437121212121212,600.0,1.0,0.0454545454545454,327.0,0,0,
365,6,65,0.2336111111111111,600.0,0.0,0.0,361.0,0,0,
